ID,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
1512,25192,70927,117932,117933,117878,117879,117897,19721,117880
1513,23964,4887,117961,118343,119598,118422,300136,118424,118425
1514,23096,4871,117961,118300,125872,120006,159698,118424,120008
1515,75078,2641,117961,118386,118404,118784,121556,290919,118786
1516,25993,8699,117961,118343,118660,118924,166636,118667,118926
1517,75834,5524,117961,118343,118514,117905,117906,290919,117908
1518,43504,49802,117961,118343,118514,307024,294485,118331,118332
1519,44797,4110,119596,119597,118292,138137,177534,118424,138139
1520,37260,51165,117983,117984,117878,118568,292195,19721,118570
1521,7543,14789,117961,118327,127470,118321,117906,290919,118322
1522,35659,3053,117961,118225,120663,121594,131163,4673,121596
1523,26437,50379,118126,118237,117895,117896,117913,117887,117898
1524,39614,5666,122880,122974,117945,118274,149467,292795,118276
1525,42976,14638,117961,118052,118821,117905,240983,290919,117908
1526,74152,59267,117961,117962,120924,307024,294485,118331,118332
1527,74909,2931,117961,118343,118700,118321,117906,290919,118322
1528,3853,2946,117961,118343,119796,118685,120316,308574,118687
1529,79299,17414,118752,119070,118042,118563,118563,270488,118565
1530,35790,311696,117902,117903,118507,118863,127778,118398,118865
1531,36429,15586,119280,119281,117945,126684,193644,292795,126685
1532,73510,3417,118169,118170,118042,118054,119008,117887,118055
1533,80179,49423,117961,118052,123144,118890,203706,118398,118892
1534,38470,19932,118084,118085,117941,117885,117913,117887,117888
1535,35648,5158,118290,118291,118597,118293,118294,118295,118296
1536,79964,4474,117961,118446,119064,118321,117906,290919,118322
1537,20293,21049,117926,118266,117920,117879,117886,19721,117880
1538,26986,46254,117961,118327,126310,124886,123881,118643,124888
1539,6497,46,119920,119921,185576,118321,117906,290919,118322
1540,108171,7553,117961,118225,118403,117905,240983,290919,117908
1541,17308,49453,117961,118343,118660,118912,309291,118424,118914
1542,31825,5201,117961,118343,118979,307024,159672,118331,118332
1543,80183,8606,117902,118041,118575,119949,131270,290919,119951
1544,42085,4950,117961,118343,118911,118826,257115,118424,118828
1545,967,15395,118256,118257,119796,123670,212510,121916,123672
1546,21448,1443,117961,118343,120722,118784,117906,290919,118786
1547,32642,18073,118256,118257,118623,118995,286106,292795,118997
1548,37734,119058,118079,118080,117878,117879,118177,19721,117880
1549,33151,311696,117902,118041,118507,120990,120991,118398,120992
1550,78745,6845,117961,117969,6725,123684,123685,6725,123686
1551,80746,50801,117902,117903,277693,120773,118959,118960,120774
1552,971,6235,117961,118343,118437,118523,311622,118331,118525
1553,32270,4961,117961,118343,118833,307024,294485,118331,118332
1554,1151,124316,118887,118888,118889,118863,120991,118398,118865
1555,27287,7807,117961,118327,118518,118043,118756,270488,118046
1556,103928,6982,117961,118300,118783,117905,117906,290919,117908
1557,20351,55896,118074,23779,131868,119192,119192,119184,119194
1558,80723,23224,117961,118225,120535,120647,311441,118398,120649
1559,25203,25,117961,117962,122224,118321,240983,290919,118322
1560,25638,16222,119062,119091,119223,119962,168365,118205,119964
1561,75078,36051,117961,118386,118635,118685,120316,308574,118687
1562,45559,74967,117961,117962,117904,119949,311441,290919,119951
1563,20289,29758,118120,118121,117884,117885,117913,117887,117888
1564,33329,4533,117961,118343,118700,118321,117906,290919,118322
1565,34950,12397,117961,118327,121787,123045,123107,120518,123047
1566,74995,2983,117961,118343,118700,118321,117906,290919,118322
1567,22662,2409,117961,117962,117904,119949,230830,290919,119951
1568,74894,56193,117961,118300,120410,118784,117906,290919,118786
1569,278393,70130,118595,118596,81476,118826,158101,118424,118828
1570,30841,2710,118290,118291,120823,118396,308262,118398,118399
1571,75901,5177,117961,118386,125016,128764,217580,118612,128765
1572,79963,6656,118095,118096,118008,117885,118097,117887,117888
1573,39322,6727,117961,117969,6725,125687,259130,6725,125689
1574,38721,4757,118212,118213,118458,119849,290535,118638,119851
1575,3853,130164,117961,118225,129617,122297,122297,118331,118899
1576,80201,30533,91261,118026,119507,123045,123107,120518,123047
1577,75901,5210,117961,118343,119598,118834,133686,118424,118836
1578,42085,131441,117961,118343,118292,118422,300136,118424,118425
1579,80501,1755,117961,117962,119223,150752,137949,118643,150754
1580,15720,15824,117961,118225,120323,120591,127477,119095,120593
1581,45300,5002,117961,118343,119598,120344,310997,118424,120346
1582,22682,5115,117961,118300,118631,119928,219829,118331,119929
1583,74896,13414,117876,117877,118810,118811,128802,19793,118813
1584,39939,100547,118212,118213,119136,123670,232072,121916,123672
1585,32270,17550,117961,118446,118684,117905,117906,290919,117908
1586,37789,1116,117961,118343,123454,117905,117906,290919,117908
1587,45185,19857,117929,117940,117920,118568,281735,19721,118570
1588,27697,1903,117961,118343,118514,117905,117906,290919,117908
1589,38704,50056,117893,117894,117895,117896,117897,117887,117898
1590,34974,15412,117961,118343,119993,119849,310589,118638,119851
1591,44796,25237,117961,117962,118910,118321,117906,290919,118322
1592,76860,71215,117961,118386,118404,118321,117906,290919,118322
1593,75535,1903,117961,118343,118514,118321,117906,290919,118322
1594,17308,3471,118169,118170,118042,118043,129174,270488,118046
1595,39264,46662,119280,119281,117945,117946,118806,292795,117948
1596,31369,3734,117961,118300,120059,123670,305057,121916,123672
1597,20897,17930,117961,118446,118810,118811,120605,19793,118813
1598,972,4961,117961,118343,118833,307024,294485,118331,118332
1599,18072,44917,117961,117962,118450,119192,135136,119184,119194
1600,35733,46704,91261,118026,118202,117905,117906,290919,117908
1601,30558,2710,118290,118291,120823,118396,269406,118398,118399
1602,16358,2407,117961,118446,120317,118321,117906,290919,118322
1603,41488,7252,117961,117962,118352,117905,117906,290919,117908
1604,81355,22818,117961,118386,120361,118784,147114,290919,118786
1605,26402,4004,117961,118343,118856,118451,230830,118453,118454
1606,6690,249,117961,118225,118403,117905,240983,290919,117908
1607,34958,34612,117961,118327,118320,117905,240983,290919,117908
1608,73032,21592,117926,118266,117920,118568,310732,19721,118570
1609,25738,4084,117961,118052,118992,118321,240983,290919,118322
1610,78554,2291,117961,118225,120663,118685,120316,308574,118687
1611,20897,126165,117961,118343,127491,118530,278014,118131,118532
1612,79092,4945,117961,118300,118360,118636,171056,118638,118639
1613,31299,4219,117961,118300,120312,120313,157234,118424,120315
1614,107554,4698,117961,117962,118352,117905,117906,290919,117908
1615,45481,160017,118725,118726,119076,120789,124626,118424,120791
1616,76551,51104,117876,117877,117878,117879,117879,19721,117880
1617,4675,19829,117961,118386,118896,118784,121873,290919,118786
1618,34950,95479,117961,118327,118492,132692,226262,270488,132694
1619,58678,34826,118555,118178,118320,117905,117906,290919,117908
1620,20226,55146,118752,118753,118754,118805,118806,118474,118807
1621,41312,7703,117943,117944,117945,118274,299258,292795,118276
1622,38279,27915,117926,117927,117941,118568,281735,19721,118570
1623,76513,44024,117961,117962,122215,119849,128470,118638,119851
1624,80669,15504,117961,118386,123656,118321,117906,290919,118322
1625,23497,5186,118887,118888,124656,118912,309291,118424,118914
1626,15864,2395,117961,118300,123055,118834,127160,118424,118836
1627,41825,60088,118269,118270,117878,117885,117913,117887,117888
1628,3853,5262,119596,119597,124133,120344,282594,118424,120346
1629,79363,70264,117961,118343,118437,118523,311622,118331,118525
1630,38279,50641,117926,118124,117941,117879,117886,19721,117880
1631,81355,22818,117961,118386,119954,117905,117906,290919,117908
1632,43742,5002,117961,118343,119598,120344,310997,118424,120346
1633,74952,84891,120342,120343,118631,117905,117906,290919,117908
1634,5173,3075,117961,117962,120677,120357,120678,118424,120359
1635,17308,4733,118290,118291,120126,118980,166203,118295,118982
1636,39418,15795,119062,119091,118042,118043,142221,270488,118046
1637,34592,32457,117961,118327,118320,118321,117906,290919,118322
1638,34502,26320,117961,118327,118391,118321,118448,290919,118322
1639,74995,7824,119280,119281,118623,118995,136748,292795,118997
1640,38468,31427,117993,117994,117895,117885,117913,117887,117888
1641,43629,17140,117961,118386,121961,118792,167148,118424,118794
1642,80195,4945,117961,118300,118360,118636,171056,118638,118639
1643,74310,7212,117961,118300,124725,124194,145500,118363,124196
1644,41325,14810,117961,118413,120370,122551,123475,118762,122552
1645,95897,13846,117961,118052,120016,123609,118785,123611,123612
1646,75901,4953,117961,118343,118911,120344,310997,118424,120346
1647,80266,5041,117961,118343,119598,119928,134544,118331,119929
1648,45035,2104,117961,118300,118066,118636,130218,118638,118639
1649,43284,50952,117961,118327,118929,126184,247599,118762,126186
1650,20743,53318,118084,118085,118810,118811,119759,19793,118813
1651,80838,3077,117961,118300,120312,124194,124195,118363,124196
1652,43695,19832,117961,118327,123757,118321,117906,290919,118322
1653,14354,20604,118095,118096,118008,117899,128628,19721,117900
1654,25701,18044,117961,118386,118522,118321,117906,290919,118322
1655,79343,27147,117961,118343,122299,119949,121350,290919,119951
1656,33233,55763,117902,117903,118507,118028,118368,117887,118030
1657,23842,3224,117961,118225,120551,126184,147097,118762,126186
1658,80737,87,117961,118446,118447,118321,117906,290919,118322
1659,16251,6018,117961,118413,122007,118784,117906,290919,118786
1660,86970,50716,117961,118052,118706,118259,118707,290919,118261
1661,79092,18213,117961,118386,118746,118747,160002,118453,118749
1662,23921,5656,117961,118300,119362,119849,282370,118638,119851
1663,18418,5396,117961,118343,120270,120773,118959,118960,120774
1664,20226,2583,118752,118753,117945,280788,121024,292795,119082
1665,23921,61016,119596,119597,118597,120789,194103,118424,120791
1666,40441,33,117961,118413,119968,118636,254249,118638,118639
1667,31441,20820,117961,118446,118447,118536,277716,308574,118539
1668,79121,16972,118887,118888,119987,119849,240725,118638,119851
1669,19989,1466,117961,118300,123749,125010,157062,118424,125012
1670,91746,36,117961,118413,119968,118321,117906,290919,118322
1671,1003,795,117961,118225,120551,118321,117906,290919,118322
1672,31983,17156,117961,118300,118810,123082,197687,19793,123084
1673,20351,11987,118006,118007,117884,117885,117886,117887,117888
1674,43876,55364,117926,117927,117884,117885,117913,117887,117888
1675,40621,17264,117961,118300,118825,118523,163100,118331,118525
1676,80734,5223,118595,118596,81476,118054,120238,117887,118055
1677,18072,15615,118752,118753,119121,118274,128130,292795,118276
1678,15715,7791,118752,119070,118754,280788,280788,292795,119082
1679,35376,7069,117961,118386,123844,117905,117906,290919,117908
1680,94683,54684,117961,117962,118910,118536,279443,308574,118539
1681,16174,4549,117961,118225,120050,118321,118448,290919,118322
1682,16271,5730,117961,118446,118597,120578,137493,118762,120580
1683,969,46610,117902,118041,118556,280788,280788,292795,119082
1684,36326,53337,117961,118327,118862,118054,120716,117887,118055
1685,80234,17193,117961,117969,118970,118890,125128,118398,118892
1686,75078,13849,117961,118386,119954,118523,310608,118331,118525
1687,971,4055,117961,118343,120722,118361,118362,118363,118364
1688,4675,8229,120342,120343,118631,118321,125684,290919,118322
1689,25287,18211,117961,118386,119214,118321,117906,290919,118322
1690,91176,7265,117961,118343,119598,118321,240983,290919,118322
1691,44724,87239,117893,117894,117895,117899,117897,19721,117900
1692,37260,55132,118169,118170,118042,118043,129174,270488,118046
1693,32270,51301,118290,118291,121108,126869,118302,118295,126870
1694,74883,5115,117961,118300,118631,119587,176829,118704,119589
1695,18913,64387,117929,117930,117884,117885,117913,117887,117888
1696,4675,74831,117961,118327,118391,118784,117906,290919,118786
1697,45904,19839,117961,118300,123201,118321,117906,290919,118322
1698,16082,60019,117943,117944,118575,259173,291649,292795,118943
1699,34924,4576,117961,118327,118391,117905,117906,290919,117908
1700,77177,7460,117961,118300,118783,118321,117906,290919,118322
1701,7543,4106,119062,119091,122012,179731,130134,117887,117973
1702,73229,2781,117961,118300,118783,118451,130134,118453,118454
1703,31917,7016,117961,118300,119181,118321,117906,290919,118322
1704,41594,8461,117961,118327,118929,124810,131310,249618,124812
1705,34211,3963,117961,118300,125872,120344,311360,118424,120346
1706,80693,15887,117961,118052,120356,120357,127906,118424,120359
1707,78296,858,117961,118327,118529,122129,305057,121916,122131
1708,38470,31427,117993,117994,117895,117896,117913,117887,117898
1709,41234,14696,117876,117877,117878,117899,121756,19721,117900
1710,40622,20341,117961,118300,125178,118054,118054,117887,118055
1711,33193,3843,117961,118413,120370,118784,237727,290919,118786
1712,34345,7212,117961,118300,124725,118784,117906,290919,118786
1713,78721,1398,117961,118300,118437,118321,117906,290919,118322
1714,23096,19760,117961,117962,118352,118321,117906,290919,118322
1715,16333,16735,117961,118300,118783,118321,290919,290919,118322
1716,97520,8370,117961,118300,121176,120560,304465,118643,120562
1717,80930,4933,117961,118300,118458,307024,301218,118331,118332
1718,4675,5244,117961,118343,119598,118321,240983,290919,118322
1719,16041,4998,117961,118343,119598,307024,311622,118331,118332
1720,15716,51740,118752,118753,117945,280788,130913,292795,119082
1721,78849,5196,117961,118052,118053,118207,127292,270488,118209
1722,45300,30875,117980,119762,117920,118568,156279,19721,118570
1723,16343,16371,117961,118446,118684,118321,117906,290919,118322
1724,19310,20138,5110,117954,117895,117879,118250,19721,117880
1725,80844,6285,117961,118300,132427,118321,117906,290919,118322
1726,15723,17713,117961,118225,122273,118321,240983,290919,118322
1727,75724,7434,117961,118300,118514,118259,287351,290919,118261
1728,45990,51781,119280,119281,118623,118995,136748,292795,118997
1729,40867,8150,117961,118386,119954,118054,118054,117887,118055
1730,37562,281951,118290,118291,119837,118422,160318,118424,118425
1731,43623,18213,117961,118386,118692,118451,200947,118453,118454
1732,32642,59228,117902,118041,118623,280788,280788,292795,119082
1733,75901,4951,117961,118343,120126,120497,310984,118424,120499
1734,27401,20183,117961,118225,120054,119587,274735,118704,119589
1735,16443,7076,117961,118225,119238,119093,136840,119095,119096
1736,23181,53223,117876,117877,117878,179731,118157,117887,117973
1737,4675,1409,117961,118300,118437,118958,118959,118960,118961
1738,33149,21037,117961,117969,19666,120647,202872,118398,120649
1739,38799,4395,117961,118300,118597,118422,150827,118424,118425
1740,19945,1508,117961,118225,120663,118784,240983,290919,118786
1741,5112,120340,120342,120343,119076,118834,124426,118424,118836
1742,80845,5396,117961,118343,119993,118321,240983,290919,118322
1743,16997,5054,119343,119344,123766,126538,155173,143398,126540
1744,73176,13577,117961,117962,118433,118054,118054,117887,118055
1745,35768,8147,117961,118327,145424,118784,117906,290919,118786
1746,41825,148795,117935,117936,117878,117879,117879,19721,117880
1747,32270,3176,117961,118300,121216,119351,160003,3130,119353
1748,40438,18450,117961,118052,118821,118321,118321,290919,118322
1749,7678,13441,117961,118225,122870,118207,279443,270488,118209
1750,17278,5409,117961,118343,119993,118321,240983,290919,118322
1751,34549,5652,117961,118300,121305,118321,240983,290919,118322
1752,74421,195311,119301,119302,119303,118784,233216,290919,118786
1753,41755,13223,11146,118491,117941,118568,281735,19721,118570
1754,1937,50716,117961,118052,118706,118318,168365,118205,118319
1755,79121,3113,117961,118343,119598,119433,127160,118424,119435
1756,33054,16573,117961,117969,196823,235351,254394,254395,254396
1757,3853,25607,117961,118343,118856,118321,117906,290919,118322
1758,39394,7389,117961,118386,118746,118451,152307,118453,118454
1759,37125,55941,117961,118327,122109,117905,117906,290919,117908
1760,39879,3606,118169,118170,118179,117946,144221,292795,117948
1761,35792,1930,122880,122974,122870,120097,281292,270488,120099
1762,31441,22819,117961,118225,119824,121414,132041,118704,121416
1763,32270,3944,117961,118343,118514,117905,117906,290919,117908
1764,6977,2942,117961,118343,118700,117905,240983,290919,117908
1765,80637,14889,117961,118300,120722,118321,117906,290919,118322
1766,42085,5739,117961,118446,118684,118924,140784,118667,118926
1767,80985,22507,117961,118300,120059,118636,135814,118638,118639
1768,36480,15440,118256,118257,117945,117946,128130,292795,117948
1769,42084,8343,119301,119302,119303,118321,117906,290919,118322
1770,21307,6986,119062,119091,120323,119093,119094,119095,119096
1771,35528,4110,119596,119597,118292,118293,118294,118295,118296
1772,1003,3000,118000,118001,120551,118321,117906,290919,118322
1773,34958,51226,117961,118327,118320,118641,164752,118643,118644
1774,37571,6217,117961,118327,118328,119172,184011,118467,119174
1775,43272,5496,91261,118026,118202,118321,117906,290919,118322
1776,23194,15412,117961,118343,127705,119849,170027,118638,119851
1777,107901,7519,91261,118026,118202,118784,124402,290919,118786
1778,75834,51330,117961,118300,119890,118834,149550,118424,118836
1779,35540,48801,117926,118266,117941,117879,117886,19721,117880
1780,74283,34608,117961,118327,118320,118321,117906,290919,118322
1781,75901,5047,117961,118300,127284,118826,236735,118424,118828
1782,1937,2199,4292,124335,118378,128093,300603,119184,128095
1783,4684,5636,117961,118413,122007,118784,124402,290919,118786
1784,39195,23198,117961,117962,118352,120690,117906,290919,120692
1785,1581,124316,118887,118888,118889,118863,120991,118398,118865
1786,52364,8242,117961,117962,119223,118641,306399,118643,118644
1787,20289,82603,118120,118121,124051,179731,288579,117887,117973
1788,79092,69225,117961,118052,118821,118321,117906,290919,118322
1789,6977,4566,119062,119091,118992,117905,117906,290919,117908
1790,15024,1903,117961,118343,118514,117905,117906,290919,117908
1791,115961,133801,119062,119091,118535,118451,130134,118453,118454
1792,28294,7411,117961,118386,118746,118747,130134,118453,118749
1793,78273,7424,5110,117954,122672,118777,306530,308574,118779
1794,45589,56201,91261,118026,118746,119962,168365,118205,119964
1795,25993,51235,120864,121013,124133,120344,303717,118424,120346
1796,79092,25237,117961,117962,118910,118777,279443,308574,118779
1797,18418,56058,118212,118213,118458,118912,309291,118424,118914
1798,34991,5249,117961,118386,123144,118396,269406,118398,118399
1799,77178,5412,117961,118327,118391,118685,279443,308574,118687
1800,1003,4803,117961,118225,124449,122022,124996,119221,122024
1801,4675,13867,117961,118446,120317,120690,120690,290919,120692
1802,20732,770,117961,118300,120722,118451,130134,118453,118454
1803,34950,95480,121785,121786,121787,121122,121788,118612,121124
1804,75032,2460,122880,122974,118623,117946,149568,292795,117948
1805,7543,205,117961,118386,118746,118321,240983,290919,118322
1806,75649,3000,117961,118225,120551,118321,240983,290919,118322
1807,43305,4567,117961,118300,118514,118054,287351,117887,118055
1808,22282,82500,117935,117936,117878,117885,117937,117887,117888
1809,1098,6993,117961,118343,118514,118321,290919,290919,118322
1810,42223,44038,118212,118213,126955,117906,117906,117887,123657
1811,79121,1614,117961,118327,118507,129909,185973,118453,129911
1812,38605,3883,117961,118343,119987,118536,132799,308574,118539
1813,74550,16757,117961,118225,122273,118784,121873,290919,118786
1814,106563,4378,117961,118327,118507,118863,122008,118398,118865
1815,3069,770,117961,118300,120722,118451,142600,118453,118454
1816,27755,59000,118181,118182,117941,117879,117897,19721,117880
1817,17813,3053,117961,118225,120663,118641,306399,118643,118644
1818,6720,1913,117902,117903,118783,120952,122352,118453,120954
1819,73904,1550,117961,118225,123173,118054,120514,117887,118055
1820,37709,21593,117926,118266,117941,117885,117913,117887,117888
1821,25740,18450,117961,118052,118821,118321,117906,290919,118322
1822,44858,51740,118752,118753,117945,280788,130913,292795,119082
1823,34431,13854,117961,118052,118821,117905,117906,290919,117908
1824,14354,55364,117926,117927,117920,118568,122142,19721,118570
1825,80160,14638,117961,118052,118992,118784,120474,290919,118786
1826,75078,84780,120864,121013,121961,118826,174005,118424,118828
1827,43088,1614,117961,118327,118507,129909,185973,118453,129911
1828,31373,205,117961,118386,118746,118321,117906,290919,118322
1829,838,45964,117961,118386,118896,125793,125794,118643,125795
1830,45300,17251,117961,118300,121108,120344,202649,118424,120346
1831,1020,15406,117961,118225,124380,119928,135018,118331,119929
1832,312089,15566,117961,118300,118395,118054,118054,117887,118055
1833,971,53240,117876,117877,117878,117879,117879,19721,117880
1834,20273,11506,118216,118217,118846,179731,139615,117887,117973
1835,27356,7411,117961,118386,118746,118451,152307,118453,118454
1836,34297,110921,117932,117933,117878,216825,121386,19721,216827
1837,27755,8751,117932,117933,117878,117879,117879,19721,117880
1838,80492,19760,117961,117962,118352,117905,117906,290919,117908
1839,23096,55064,126918,126919,118042,118043,146409,270488,118046
1840,25103,3883,117961,118343,119987,118784,118785,290919,118786
1841,23968,52855,120810,120811,121108,118728,149333,118295,118730
1842,33054,15412,117961,118343,127705,119849,170027,118638,119851
1843,33154,21037,117961,117969,19666,179731,257952,117887,117973
1844,1020,5423,117961,118327,118391,118321,117906,290919,118322
1845,42085,13794,117961,118052,120417,118702,125047,118704,118705
1846,14939,122272,117961,118225,122273,117905,117906,290919,117908
1847,40061,6227,117961,118343,120722,118784,121347,290919,118786
1848,79325,17733,117961,118300,119984,120647,311441,118398,120649
1849,79092,4588,117961,118225,118403,118321,117906,290919,118322
1850,77295,6220,117961,118327,121645,120690,120691,290919,120692
1851,88403,2349,117961,117962,118501,117905,117905,290919,117908
1852,40997,17264,117961,118300,118825,307024,127752,118331,118332
1853,79299,7789,118573,118574,117945,117946,144259,292795,117948
1854,80154,2014,117961,117962,117904,118958,127525,118960,118961
1855,41758,20931,118315,118316,151108,124194,268301,118363,124196
1856,32642,18097,119280,119281,117945,117946,130662,292795,117948
1857,20299,58590,118953,118954,117884,118568,146968,19721,118570
1858,40009,1903,117961,118343,118514,118685,120316,308574,118687
1859,31983,31002,118114,118115,118810,122952,305581,19793,122954
1860,7543,3838,117961,118225,119924,117905,117906,290919,117908
1861,27122,7822,117961,118327,118492,132692,174445,270488,132694
1862,16034,25872,118169,118170,118575,117946,135255,292795,117948
1863,13878,54258,117890,118102,117878,117879,117879,19721,117880
1864,64721,50589,118079,118080,117878,117879,121386,19721,117880
1865,4675,5717,117961,118343,124725,118321,117906,290919,118322
1866,14354,13217,117993,117994,118360,118129,118129,118131,118132
1867,41569,49423,117961,118052,123144,118890,203706,118398,118892
1868,36480,7807,117961,118327,118518,118207,190710,270488,118209
1869,34434,13871,117961,118300,118514,118321,117906,290919,118322
1870,4675,7212,117961,118343,124725,118784,117906,290919,118786
1871,1020,70646,117961,118327,118933,120690,120691,290919,120692
1872,19723,54762,117951,117952,118008,117879,117879,19721,117880
1873,80796,8074,117961,118300,119181,117905,240983,290919,117908
1874,79885,50806,117961,118446,119064,118278,125889,290919,118279
1875,16143,53240,117876,117877,117878,117879,167135,19721,117880
1876,4689,15015,117961,118413,122007,118784,118785,290919,118786
1877,4675,4565,117961,118386,121961,118784,117906,290919,118786
1878,38605,16972,117961,118300,119987,118523,310608,118331,118525
1879,38949,5403,117961,118413,121639,118321,117906,290919,118322
1880,76446,7016,117961,118300,119181,118321,117906,290919,118322
1881,4675,123154,117902,117903,118783,118321,117906,290919,118322
1882,16430,7554,117961,118225,120551,128230,302830,4673,128231
1883,3130,7525,117961,118225,120551,118321,118406,290919,118322
1884,79141,70168,117961,118052,118053,118636,122158,118638,118639
1885,34247,2765,118290,118291,118301,120344,267006,118424,120346
1886,75078,28475,118315,118463,122636,119172,147163,118467,119174
1887,75078,30428,118541,118542,118562,118563,119060,270488,118565
1888,38392,21656,117929,117930,117878,120647,311441,118398,120649
1889,45481,5186,118887,118888,124656,118912,309291,118424,118914
1890,14570,21698,118192,118193,117895,118194,118195,117887,118196
1891,33234,2409,117961,117962,117904,119949,123170,290919,119951
1892,41758,3872,117961,118386,118522,118321,117906,290919,118322
1893,80222,2014,117961,117962,117904,118958,127525,118960,118961
1894,25305,24973,91261,118026,118229,273308,120072,249618,118232
1895,4685,98406,119920,119921,176153,118784,292871,290919,118786
1896,80173,154585,118212,118213,120551,117905,240983,290919,117908
1897,42031,123520,118315,118463,118522,119172,140786,118467,119174
1898,41463,14560,117951,117952,117920,118568,298607,19721,118570
1899,34924,1527,117961,118327,253965,117905,117906,290919,117908
1900,971,4375,117961,118343,120347,118826,257115,118424,118828
1901,42338,16527,91261,118026,118202,117905,117906,290919,117908
1902,44903,14862,117961,118225,118403,118980,301534,118295,118982
1903,79943,2299,117961,117962,119223,123045,123107,120518,123047
1904,34817,34608,117961,118327,118320,118321,125206,290919,118322
1905,4675,14952,117961,117962,119223,119962,168365,118205,119964
1906,38391,14580,118212,118580,117895,117885,117913,117887,117888
1907,25812,61948,118163,118164,117878,119192,123881,119184,119194
1908,33249,59429,118595,118596,81476,120344,130834,118424,120346
1909,971,6227,117961,118343,118437,118784,117906,290919,118786
1910,25731,13419,117961,118300,120059,119849,310589,118638,119851
1911,28114,4110,119596,119597,118292,118422,191064,118424,118425
1912,33054,4909,117961,118300,118458,118834,223125,118424,118836
1913,73970,13854,117961,118052,118821,118321,117906,290919,118322
1914,1022,6108,117961,118386,118404,118784,121556,290919,118786
1915,5900,46832,117989,117990,118810,118811,119759,19793,118813
1916,153,71215,117961,118386,118404,118784,118785,290919,118786
1917,106542,57757,117961,118343,142038,117905,117906,290919,117908
1918,15732,17828,117961,118300,118514,128230,302830,4673,128231
1919,1020,54618,117961,118052,118821,117905,117906,290919,117908
1920,43027,2014,117961,117962,118791,118368,129597,117887,118486
1921,4675,22431,117961,118413,126229,118777,279443,308574,118779
1922,34924,3881,117961,118343,118514,118321,117906,290919,118322
1923,20312,724,117961,118300,119181,118321,117906,290919,118322
1924,44977,13814,117961,118343,119598,120497,133686,118424,120499
1925,31299,51124,117961,118300,118631,118422,161852,118424,118425
1926,73504,5293,118290,118291,118660,120344,274278,118424,120346
1927,27082,70260,117961,118225,120535,120647,159051,118398,120649
1928,30842,16803,119596,119597,120823,118890,123957,118398,118892
1929,75639,22952,117961,118386,119214,118321,117906,290919,118322
1930,80313,7084,117961,118386,121961,118318,130278,118205,118319
1931,80313,5511,117961,118386,120361,118321,117906,290919,118322
1932,36731,17610,118006,118007,117884,117879,117897,19721,117880
1933,42093,49772,91261,118026,118746,118747,126309,118453,118749
1934,35376,28275,118315,118463,123089,118321,128796,290919,118322
1935,36480,2946,117961,118300,119796,118685,120316,308574,118687
1936,17825,2327,117961,118300,119195,128230,302830,4673,128231
1937,52686,4311,119062,119091,118514,118747,271334,118453,118749
1938,80538,17598,117961,118300,118631,119587,176829,118704,119589
1939,35792,14289,118602,118603,117941,118568,118568,19721,118570
1940,31613,7644,117961,118225,120383,120690,120690,290919,120692
1941,79543,41794,118315,118463,119214,120765,140197,118467,120767
1942,6977,7434,117961,118343,118514,117905,117906,290919,117908
1943,33642,14353,5110,117954,117895,118568,281735,19721,118570
1944,3853,873,117961,118413,120526,118321,118448,290919,118322
1945,21424,20818,119062,119063,124211,118321,117906,290919,118322
1946,18418,3622,117961,118300,118458,118834,223125,118424,118836
1947,25677,50736,117961,118052,118821,117905,117906,290919,117908
1948,20897,5047,117961,118300,127284,118826,236735,118424,118828
1949,45235,6021,120140,120141,122007,118641,123881,118643,118644
1950,43909,32457,117961,118327,118320,118321,117906,290919,118322
1951,15064,22496,117961,118300,118631,118054,118054,117887,118055
1952,80809,5015,117961,118300,118395,118890,311441,118398,118892
1953,6960,141,117961,118225,122273,118321,117906,290919,118322
1954,20299,61026,117929,117940,117941,117885,117913,117887,117888
1955,43395,51740,118752,119070,118754,118805,130913,118474,118807
1956,37326,15918,117961,118327,118320,120690,136365,290919,120692
1957,278393,3136,117961,118343,118856,118451,130134,118453,118454
1958,33209,17930,117961,118446,128742,118811,120605,19793,118813
1959,40684,1012,117961,118225,119924,118321,117906,290919,118322
1960,27785,101834,119134,119135,118042,118207,200069,270488,118209
1961,2341,196,117961,118413,121639,117905,117906,290919,117908
1962,78686,11987,118006,118007,117884,117885,117886,117887,117888
1963,80494,17193,117961,117969,118970,118890,125128,118398,118892
1964,41325,2942,117961,118343,118700,117905,240983,290919,117908
1965,109402,26291,117961,118225,118403,118685,126297,308574,118687
1966,38482,50222,118079,118080,117878,117879,118177,19721,117880
1967,76860,86084,91261,118026,118317,117905,117906,290919,117908
1968,43452,60982,11146,118491,117884,117885,117913,117887,117888
1969,4675,17326,117961,118386,118746,118278,287351,290919,118279
1970,33329,8028,117902,117903,124948,120952,130134,118453,120954
1971,1937,6217,117961,118327,118328,120765,120765,118467,120767
1972,25865,6201,117961,118225,120663,118321,117906,290919,118322
1973,6977,7287,117961,117962,119223,119962,168365,118205,119964
1974,1020,52394,117961,118300,118458,119928,310608,118331,119929
1975,34582,1409,117961,118300,120722,118784,290919,290919,118786
